Lottery Number,Project Name,PHN,Street Name,Boro,NC/Pres,Oversight Agency,Unit Size,Rent,Number of Units,Eligible Household Size,income_min1,income_max1,hh_size2,income_min2,income_max2,hh_size3,income_min3,income_max3,hh_size4,income_min4,income_max4,hh_size5,income_min5,income_max5,hh_size6,income_min6,income_max6,Total Application Count,OPEN APPLICATION PERIOD START,open_year,Project Close,Open Market units 
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,1,532,5,1,19612,25400,2,19612,29000,,,,,,,,,,,,,58528,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,1,847,25,1,30412,38100,2,30412,43500,,,,,,,,,,,,,58528,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,1,1208,15,1,42789,63500,2,42789,72500,,,,,,,,,,,,,58528,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,2,647,10,2,23589,29000,3,23589,32640,4,23589,36240,,,,,,,,,,58528,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,2,1025,39,2,36549,43500,3,36549,48960,4,36549,54360,,,,,,,,,,58528,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,2,1458,30,2,51395,72500,3,51395,81600,4,51395,90600,,,,,,,,,,58528,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,3,745,4,3,27395,32640,4,27395,36240,5,27395,39160,6,27395,42040,,,,,,,58528,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,3,1182,11,3,42378,48960,4,42378,54360,5,42378,58740,6,42378,63060,,,,,,,58528,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,3,1683,12,3,59555,81600,4,59555,90600,5,59555,97900,6,59555,105100,,,,,,,58528,7/12/16,2016,9/18/17,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,0,548,3,1,20126,25400,,,,,,,,,,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,0,865,15,1,30995,38100,,,,,,,,,,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,0,1049,3,1,37303,63500,,,,,,,,,,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,0,1729,9,1,60618,92075,,,,,,,,,,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,0,2137,36,1,74606,104775,,,,,,,,,,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,19
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,1,589,7,1,21566,25400,2,21566,29000,,,,,,,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,1,929,34,1,33223,38100,2,33223,43500,,,,,,,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,1,1320,7,1,46629,63500,2,46629,72500,,,,,,,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,1,2170,20,1,75772,92075,2,75772,105125,,,,,,,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,1,2680,61,1,93258,104775,2,93258,119625,,,,,,,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,52
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,2,713,4,2,25852,29000,3,25852,32640,4,25852,36240,,,,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,2,1121,22,2,39840,43500,3,39840,48960,4,39840,54360,,,,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,2,1591,4,2,55955,72500,3,55955,81600,4,55955,90600,,,,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,2,2611,13,2,90926,105125,3,90926,118320,4,90926,131370,,,,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,2,3223,44,2,111909,119625,3,111909,134640,4,111909,149490,,,,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,35
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,3,817,1,3,29863,32640,4,29863,36240,5,29863,39160,6,29863,42040,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,3,1289,4,3,46046,48960,4,46046,54360,5,46046,58740,6,46046,63060,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,3,1831,1,3,64629,81600,4,64629,90600,5,64629,97900,6,64629,105100,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,3,3009,2,3,105018,118320,4,105018,131370,5,105018,141955,6,105018,152395,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,3,3716,7,3,129258,134640,4,129258,149490,5,129258,161535,6,129258,173415,,,,,,,92743,7/15/16,2016,STILL IN PROGRESS,1
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,0,494,1,1,18275,25400,,,,,,,,,,,,,,,,72790,7/25/16,2016,4/8/18,
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,0,641,2,1,23315,31750,,,,,,,,,,,,,,,,72790,7/25/16,2016,4/8/18,
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,0,1589,12,1,55818,111125,,,,,,,,,,,,,,,,72790,7/25/16,2016,4/8/18,
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,1,532,1,1,19612,25400,2,19612,29000,,,,,,,,,,,,,72790,7/25/16,2016,4/8/18,
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,1,690,1,1,25029,31750,2,25029,36250,,,,,,,,,,,,,72790,7/25/16,2016,4/8/18,
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,1,1997,10,1,69840,111125,2,69840,126875,,,,,,,,,,,,,72790,7/25/16,2016,4/8/18,
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,2,836,6,2,30069,36250,3,30069,40800,4,30069,45300,,,,,,,,,,72790,7/25/16,2016,4/8/18,
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,2,2405,20,2,83863,126875,3,83863,142800,4,83863,158550,,,,,,,,,,72790,7/25/16,2016,4/8/18,10
279,STANLEY COMMONS,670,STANLEY AVENUE,3,New Construction,HDC,0,788,1,1,28355,38100,,,,,,,,,,,,,,,,56926,7/27/16,2016,7/12/18,
279,STANLEY COMMONS,670,STANLEY AVENUE,3,New Construction,HDC,1,847,102,1,30412,38100,2,30412,43500,,,,,,,,,,,,,56926,7/27/16,2016,7/12/18,
279,STANLEY COMMONS,670,STANLEY AVENUE,3,New Construction,HDC,2,836,1,2,30069,36250,3,30069,40800,4,30069,45300,,,,,,,,,,56926,7/27/16,2016,7/12/18,
279,STANLEY COMMONS,670,STANLEY AVENUE,3,New Construction,HDC,2,1025,77,2,36549,43500,3,36549,48960,4,36549,54360,,,,,,,,,,56926,7/27/16,2016,7/12/18,
279,STANLEY COMMONS,670,STANLEY AVENUE,3,New Construction,HDC,3,963,2,3,34869,40800,4,34869,45300,5,34869,48950,6,34869,52550,,,,,,,56926,7/27/16,2016,7/12/18,
279,STANLEY COMMONS,670,STANLEY AVENUE,3,New Construction,HDC,3,1182,8,3,42378,48960,4,42378,54360,5,42378,58740,6,42378,63060,,,,,,,56926,7/27/16,2016,7/12/18,
280,607 West 161 Street,607,WEST 161 STREET,1,New Construction,HPD,0,868,6,1,29760,38100,,,,,,,,,,,,,,,,37452,7/26/16,2016,STILL IN PROGRESS,
280,607 West 161 Street,607,WEST 161 STREET,1,New Construction,HPD,1,965,6,1,33086,38100,2,33086,43500,,,,,,,,,,,,,37452,7/26/16,2016,STILL IN PROGRESS,
280,607 West 161 Street,607,WEST 161 STREET,1,New Construction,HPD,2,1085,1,2,37200,43500,3,37200,48960,4,37200,54360,,,,,,,,,,37452,7/26/16,2016,STILL IN PROGRESS,
281,The Brooklyn Grand,774,GRAND STREET,3,New Construction,HPD,0,722,3,1,26092,38100,,,,,,,,,,,,,,,,41688,7/27/16,2016,8/1/17,
281,The Brooklyn Grand,774,GRAND STREET,3,New Construction,HPD,1,741,3,1,26778,38100,2,26778,43500,,,,,,,,,,,,,41688,7/27/16,2016,8/1/17,
281,The Brooklyn Grand,774,GRAND STREET,3,New Construction,HPD,2,900,7,2,32263,43500,3,32263,48960,4,32263,54360,,,,,,,,,,41688,7/27/16,2016,8/1/17,
282,225 East 39th Street,225,EAST 39 STREET,1,New Construction,HPD,0,833,20,1,29898,38100,,,,,,,,,,,,,,,,80263,7/29/16,2016,10/17/18,
282,225 East 39th Street,225,EAST 39 STREET,1,New Construction,HPD,1,895,27,1,32058,38100,2,32058,43500,,,,,,,,,,,,,80263,7/29/16,2016,10/17/18,
282,225 East 39th Street,225,EAST 39 STREET,1,New Construction,HPD,2,1082,25,2,38503,43500,3,38503,48960,4,38503,54360,,,,,,,,,,80263,7/29/16,2016,10/17/18,
282,225 East 39th Street,225,EAST 39 STREET,1,New Construction,HPD,3,1247,3,3,44606,48960,4,44606,54360,5,44606,58740,6,44606,63060,,,,,,,80263,7/29/16,2016,10/17/18,
283,West End Towers,53,WEST END AVENUE,1,New Construction,HPD,0,2024,32,1,70732,82550,,,,,,,,,,,,,,,,38705,8/2/16,2016,9/21/17,
283,West End Towers,53,WEST END AVENUE,1,New Construction,HPD,1,2170,15,1,75772,82550,2,75772,94250,,,,,,,,,,,,,38705,8/2/16,2016,9/21/17,
283,West End Towers,53,WEST END AVENUE,1,New Construction,HPD,2,2611,3,2,90926,94250,3,90926,106080,4,90926,117780,,,,,,,,,,38705,8/2/16,2016,9/21/17,
284,Summit Ridge,950,SUMMIT AVENUE,2,New Construction,HDC,0,494,2,1,18275,25400,,,,,,,,,,,,,,,,58528,8/3/16,2016,9/13/17,
284,Summit Ridge,950,SUMMIT AVENUE,2,New Construction,HDC,0,788,6,1,28355,38100,,,,,,,,,,,,,,,,58528,8/3/16,2016,9/13/17,
284,Summit Ridge,950,SUMMIT AVENUE,2,New Construction,HDC,1,532,4,1,19612,25400,2,19612,29000,,,,,,,,,,,,,58528,8/3/16,2016,9/13/17,
284,Summit Ridge,950,SUMMIT AVENUE,2,New Construction,HDC,1,847,16,1,30412,38100,2,30412,43500,,,,,,,,,,,,,58528,8/3/16,2016,9/13/17,
284,Summit Ridge,950,SUMMIT AVENUE,2,New Construction,HDC,2,647,5,2,23589,29000,3,23589,32640,4,23589,36240,,,,,,,,,,58528,8/3/16,2016,9/13/17,
284,Summit Ridge,950,SUMMIT AVENUE,2,New Construction,HDC,2,1025,18,2,36549,43500,3,36549,48960,4,36549,54360,,,,,,,,,,58528,8/3/16,2016,9/13/17,
284,Summit Ridge,950,SUMMIT AVENUE,2,New Construction,HDC,3,745,1,3,27395,32640,4,27395,36240,5,27395,39160,6,27395,42040,,,,,,,58528,8/3/16,2016,9/13/17,
284,Summit Ridge,950,SUMMIT AVENUE,2,New Construction,HDC,3,1182,5,3,42378,48960,4,42378,54360,5,42378,58740,6,42378,63060,,,,,,,58528,8/3/16,2016,9/13/17,
285,West 38th Street Apartments,512,WEST 39 STREET,1,New Construction,HPD,0,913,15,1,32640,38100,,,,,,,,,,,,,,,,73103,8/3/16,2016,7/1/18,
285,West 38th Street Apartments,512,WEST 39 STREET,1,New Construction,HPD,1,980,25,1,34972,38100,2,34972,43500,,,,,,,,,,,,,73103,8/3/16,2016,7/1/18,
285,West 38th Street Apartments,512,WEST 39 STREET,1,New Construction,HPD,2,1183,6,2,42966,43500,3,41966,48960,4,41966,54360,,,,,,,,,,73103,8/3/16,2016,7/1/18,
286,3677 White Plains RD,3677,WHITE PLAINS ROAD,2,New Construction,HPD,1,1292,12,1,44298,50800,2,44298,58000,,,,,,,,,,,,,36385,8/8/16,2016,7/15/17,
286,3677 White Plains RD,3677,WHITE PLAINS ROAD,2,New Construction,HPD,2,1458,12,2,49989,58000,3,49989,65280,4,49989,72480,,,,,,,,,,36385,8/8/16,2016,7/15/17,
287,525 W 52nd Street APTS,523,WEST 52 STREET,1,New Construction,HPD,0,913,19,1,32640,38100,2,32640,43500,,,,,,,,,,,,,75321,8/9/16,2016,6/1/18,
287,525 W 52nd Street APTS,523,WEST 52 STREET,1,New Construction,HPD,1,980,39,1,34971,38100,2,34971,43500,,,,,,,,,,,,,75321,8/9/16,2016,6/1/18,
287,525 W 52nd Street APTS,523,WEST 52 STREET,1,New Construction,HPD,2,1183,21,2,41966,43500,3,41966,48960,4,41966,54360,,,,,,,,,,75321,8/9/16,2016,6/1/18,
288,Original Me-Co Enterprises LTD,303,STANHOPE STREET,3,New Construction,HPD,2,1030,2,2,35314,43500,3,35314,48960,4,35314,54740,,,,,,,,,,26273,8/10/16,2016,8/1/18,
289,1907 SOUTHERN BOULEVARD,1907,SOUTHERN BOULEVARD,2,New Construction,HPD,1,956,3,1,32778,38100,2,32778,43500,,,,,,,,,,,,,22860,8/11/16,2016,2/24/17,
289,1907 SOUTHERN BOULEVARD,1907,SOUTHERN BOULEVARD,2,New Construction,HPD,2,1080,3,2,37029,43500,3,37029,48960,4,37029,54360,,,,,,,,,,22860,8/11/16,2016,2/24/17,
290,6155 Broadway,6155,BROADWAY,2,New Construction,HPD,1,1230,4,1,42172,50800,2,42172,58000,,,,,,,,,,,,,22221,8/12/16,2016,4/1/17,
290,6155 Broadway,6155,BROADWAY,2,New Construction,HPD,2,1403,5,2,48103,58000,3,48103,65280,4,48103,72480,,,,,,,,,,22221,8/12/16,2016,4/1/17,
291,American Copper Buildings,616,1 AVENUE,1,New Construction,HPD,0,833,43,1,29898,38100,,,,,,,,,,,,,,,,79918,8/15/16,2016,STILL IN PROGRESS,
291,American Copper Buildings,616,1 AVENUE,1,New Construction,HPD,1,895,66,1,32058,38100,2,32058,43500,,,,,,,,,,,,,79918,8/15/16,2016,STILL IN PROGRESS,
291,American Copper Buildings,616,1 AVENUE,1,New Construction,HPD,2,1082,41,2,38503,43500,3,38503,48960,4,38503,54360,,,,,,,,,,79918,8/15/16,2016,STILL IN PROGRESS,
291,American Copper Buildings,616,1 AVENUE,1,New Construction,HPD,3,1247,10,3,44606,48960,4,44606,54360,5,44606,58740,6,44606,63060,,,,,,,79918,8/15/16,2016,STILL IN PROGRESS,
293,Maestro West Chelsea Apartments,515,WEST 28 STREET,1,New Construction,HPD,0,596,3,1,21772,25400,,,,,,,,,,,,,,,,87388,8/16/16,2016,10/15/18,
293,Maestro West Chelsea Apartments,515,WEST 28 STREET,1,New Construction,HPD,0,754,17,1,27189,31750,,,,,,,,,,,,,,,,87388,8/16/16,2016,10/15/18,
293,Maestro West Chelsea Apartments,515,WEST 28 STREET,1,New Construction,HPD,1,640,6,1,23315,25400,2,23315,29000,,,,,,,,,,,,,87388,8/16/16,2016,10/15/18,
293,Maestro West Chelsea Apartments,515,WEST 28 STREET,1,New Construction,HPD,1,810,31,1,29143,31750,2,29143,36250,,,,,,,,,,,,,87388,8/16/16,2016,10/15/18,
293,Maestro West Chelsea Apartments,515,WEST 28 STREET,1,New Construction,HPD,2,775,3,2,27978,29000,3,27978,32640,4,27978,36240,,,,,,,,,,87388,8/16/16,2016,10/15/18,
293,Maestro West Chelsea Apartments,515,WEST 28 STREET,1,New Construction,HPD,2,979,15,2,34972,36250,3,34972,40800,4,34972,45300,,,,,,,,,,87388,8/16/16,2016,10/15/18,
294,The Henry Apartments,8,ROCKAWAY AVENUE,3,New Construction,HDC,1,834,1,1,29966,38100,2,29966,43500,,,,,,,,,,,,,59722,8/23/16,2016,10/18/17,
294,The Henry Apartments,8,ROCKAWAY AVENUE,3,New Construction,HDC,2,1009,20,2,36000,43500,3,36000,48960,4,36000,54360,,,,,,,,,,59722,8/23/16,2016,10/18/17,
294,The Henry Apartments,8,ROCKAWAY AVENUE,3,New Construction,HDC,3,1163,6,3,41280,48960,4,41280,54360,5,41280,58740,6,41280,63060,,,,,,,59722,8/23/16,2016,10/18/17,
297,10 Freedom Place,1,WEST END AVENUE,1,New Construction,HPD,0,833,18,1,29898,38100,,,,,,,,,,,,,,,,78659,8/31/16,2016,STILL IN PROGRESS,
297,10 Freedom Place,1,WEST END AVENUE,1,New Construction,HPD,0,1126,9,1,39943,50800,,,,,,,,,,,,,,,,78659,8/31/16,2016,STILL IN PROGRESS,
297,10 Freedom Place,1,WEST END AVENUE,1,New Construction,HPD,1,895,18,1,32058,38100,2,32058,43500,,,,,,,,,,,,,78659,8/31/16,2016,STILL IN PROGRESS,
297,10 Freedom Place,1,WEST END AVENUE,1,New Construction,HPD,1,1208,10,1,42789,50800,2,42789,58000,,,,,,,,,,,,,78659,8/31/16,2016,STILL IN PROGRESS,
297,10 Freedom Place,1,WEST END AVENUE,1,New Construction,HPD,2,1082,37,2,38503,43500,3,38503,48960,4,38503,54360,,,,,,,,,,78659,8/31/16,2016,STILL IN PROGRESS,
297,10 Freedom Place,1,WEST END AVENUE,1,New Construction,HPD,2,1458,24,2,51395,58000,3,51395,65280,4,51395,72480,,,,,,,,,,78659,8/31/16,2016,STILL IN PROGRESS,
298,435 West 31 Apartments,371,9 AVENUE,1,New Construction,HPD,0,913,53,1,32640,38100,,,,,,,,,,,,,,,,72831,9/7/16,2016,3/6/18,
298,435 West 31 Apartments,371,9 AVENUE,1,New Construction,HPD,1,980,89,1,34972,38100,2,34972,43500,,,,,,,,,,,,,72831,9/7/16,2016,3/6/18,
298,435 West 31 Apartments,371,9 AVENUE,1,New Construction,HPD,2,1183,25,2,41966,43500,3,41966,48960,4,41966,54360,,,,,,,,,,72831,9/7/16,2016,3/6/18,
298,435 West 31 Apartments,371,9 AVENUE,1,New Construction,HPD,3,1359,2,3,48446,48960,4,48446,54360,5,48446,58740,6,48446,63060,,,,,,,72831,9/7/16,2016,3/6/18,
299,2222 JACKSON AVENUE APARTMENTS,22-22,JACKSON AVENUE,4,New Construction,HPD,0,850,10,1,29143,38100,,,,,,,,,,,,,,,,68217,9/9/16,2016,11/1/17,
299,2222 JACKSON AVENUE APARTMENTS,22-22,JACKSON AVENUE,4,New Construction,HPD,1,913,16,1,31303,38100,2,31303,43500,,,,,,,,,,,,,68217,9/9/16,2016,11/1/17,
299,2222 JACKSON AVENUE APARTMENTS,22-22,JACKSON AVENUE,4,New Construction,HPD,2,1105,6,2,37886,43500,3,37886,48960,4,37886,54360,,,,,,,,,,68217,9/9/16,2016,11/1/17,
299,2222 JACKSON AVENUE APARTMENTS,22-22,JACKSON AVENUE,4,New Construction,HPD,3,1274,3,3,43680,48960,4,43680,54360,5,43680,58740,6,43680,63060,,,,,,,68217,9/9/16,2016,11/1/17,
300,28-22 ASTORIA BOULEVARD APARTMENTS,28-22,ASTORIA BOULEVARD,4,New Construction,HPD,0,1158,3,1,39703,50800,,,,,,,,,,,,,,,,22371,9/12/16,2016,2/1/18,
300,28-22 ASTORIA BOULEVARD APARTMENTS,28-22,ASTORIA BOULEVARD,4,New Construction,HPD,1,1330,3,1,45600,50800,2,45600,58000,,,,,,,,,,,,,22371,9/12/16,2016,2/1/18,
301,44-46 Stanhope Street LLC,44,STANHOPE STREET,3,New Construction,HPD,0,856,1,1,29349,38100,,,,,,,,,,,,,,,,#N/A,9/14/16,2016,8/1/17,
301,44-46 Stanhope Street LLC,44,STANHOPE STREET,3,New Construction,HPD,1,985,3,1,33772,38100,2,33772,43500,,,,,,,,,,,,,#N/A,9/14/16,2016,8/1/17,
303,325 KENT APTS,329,KENT AVENUE,3,New Construction,HPD,0,596,6,1,21772,25400,,,,,,,,,,,,,,,,83452,11/28/16,2016,7/15/18,
303,325 KENT APTS,329,KENT AVENUE,3,New Construction,HPD,0,754,34,1,27189,38100,,,,,,,,,,,,,,,,83452,11/28/16,2016,7/15/18,
303,325 KENT APTS,329,KENT AVENUE,3,New Construction,HPD,1,640,8,1,23280,25400,2,23280,29000,,,,,,,,,,,,,83452,11/28/16,2016,7/15/18,
303,325 KENT APTS,329,KENT AVENUE,3,New Construction,HPD,1,810,41,1,29109,38100,2,29109,43500,,,,,,,,,,,,,83452,11/28/16,2016,7/15/18,
303,325 KENT APTS,329,KENT AVENUE,3,New Construction,HPD,2,775,2,2,27978,29000,3,27978,32640,4,27978,36240,,,,,,,,,,83452,11/28/16,2016,7/15/18,
303,325 KENT APTS,329,KENT AVENUE,3,New Construction,HPD,2,979,13,2,34972,43500,3,34972,48960,4,34972,54360,,,,,,,,,,83452,11/28/16,2016,7/15/18,
304,THE MEEKERMAN,410,Manhattan Ave,3,New Construction,HPD,0,788,2,1,28355,38100,,,,,,,,,,,,,,,,80894,10/7/16,2016,6/27/17,
304,THE MEEKERMAN,410,Manhattan Ave,3,New Construction,HPD,0,1082,2,1,38435,50800,,,,,,,,,,,,,,,,80894,10/7/16,2016,6/27/17,
304,THE MEEKERMAN,410,Manhattan Ave,3,New Construction,HPD,1,532,2,1,19612,25400,2,19612,29000,,,,,,,,,,,,,80894,10/7/16,2016,6/27/17,
304,THE MEEKERMAN,410,Manhattan Ave,3,New Construction,HPD,1,690,3,1,25029,31750,2,25029,36250,,,,,,,,,,,,,80894,10/7/16,2016,6/27/17,
304,THE MEEKERMAN,410,Manhattan Ave,3,New Construction,HPD,1,847,2,1,30412,38100,2,30412,43500,,,,,,,,,,,,,80894,10/7/16,2016,6/27/17,
304,THE MEEKERMAN,410,Manhattan Ave,3,New Construction,HPD,1,1162,3,1,41212,50800,2,41212,58000,,,,,,,,,,,,,80894,10/7/16,2016,6/27/17,
304,THE MEEKERMAN,410,Manhattan Ave,3,New Construction,HPD,2,647,6,2,23589,29000,3,23589,32640,4,23589,36240,,,,,,,,,,80894,10/7/16,2016,6/27/17,
304,THE MEEKERMAN,410,Manhattan Ave,3,New Construction,HPD,2,836,6,2,30069,36250,3,30069,40800,4,30069,45300,,,,,,,,,,80894,10/7/16,2016,6/27/17,
304,THE MEEKERMAN,410,Manhattan Ave,3,New Construction,HPD,2,1025,9,2,36549,43500,3,36549,48960,4,36549,54360,,,,,,,,,,80894,10/7/16,2016,6/27/17,
304,THE MEEKERMAN,410,Manhattan Ave,3,New Construction,HPD,2,1403,6,2,49509,58000,3,49509,65280,4,49509,72480,,,,,,,,,,80894,10/7/16,2016,6/27/17,
306,Hub,333,SCHERMERHORN STREET,3,New Construction,HPD,0,833,46,1,29898,38100,,,,,,,,,,,,,,,,71700,10/14/16,2016,STILL IN PROGRESS,
306,Hub,333,SCHERMERHORN STREET,3,New Construction,HPD,1,895,85,1,32058,38100,2,32058,43500,,,,,,,,,,,,,71700,10/14/16,2016,STILL IN PROGRESS,
306,Hub,333,SCHERMERHORN STREET,3,New Construction,HPD,1,1082,19,2,38503,43500,3,38503,48960,4,38503,54360,,,,,,,,,,71700,10/14/16,2016,STILL IN PROGRESS,
307,High Hawk,1776,BOSTON ROAD,2,New Construction,HDC,0,788,1,1,28355,38100,,,,,,,,,,,,,,,,50215,10/17/16,2016,STILL IN PROGRESS,
307,High Hawk,1776,BOSTON ROAD,2,New Construction,HDC,1,847,4,1,30412,38100,2,30412,43500,,,,,,,,,,,,,50215,10/17/16,2016,STILL IN PROGRESS,
307,High Hawk,1776,BOSTON ROAD,2,New Construction,HDC,1,1208,12,1,42789,63500,2,42789,72500,,,,,,,,,,,,,50215,10/17/16,2016,STILL IN PROGRESS,
307,High Hawk,1776,BOSTON ROAD,2,New Construction,HDC,2,1025,11,2,36549,43500,3,36549,48960,4,36549,54360,,,,,,,,,,50215,10/17/16,2016,STILL IN PROGRESS,
307,High Hawk,1776,BOSTON ROAD,2,New Construction,HDC,2,1458,36,2,51789,72500,3,51789,81600,4,51789,90600,,,,,,,,,,50215,10/17/16,2016,STILL IN PROGRESS,
307,High Hawk,1776,BOSTON ROAD,2,New Construction,HDC,3,1182,2,3,42378,48960,4,42378,54360,5,42378,58740,6,42378,63060,,,,,,,50215,10/17/16,2016,STILL IN PROGRESS,
307,High Hawk,1776,BOSTON ROAD,2,New Construction,HDC,3,1683,6,3,59555,81600,4,59555,90600,5,59555,97900,6,59555,105100,,,,,,,50215,10/17/16,2016,STILL IN PROGRESS,
309,BELVEDERE LXVIII,210,JAVA STREET,3,New Construction,HPD,1,947,1,1,32469,38100,2,32469,43500,,,,,,,,,,,,,33360,10/21/16,2016,STILL IN PROGRESS,
309,BELVEDERE LXVIII,210,JAVA STREET,3,New Construction,HPD,2,1072,1,2,36755,43500,3,36755,48960,4,36755,54360,,,,,,,,,,33360,10/21/16,2016,STILL IN PROGRESS,
310,Five Blue Slip,5,BLUE SLIP,3,New Construction,HDC,0,368,2,1,13955,19050,,,,,,,,,,,,,,,,74971,10/28/16,2016,11/20/17,
310,Five Blue Slip,5,BLUE SLIP,3,New Construction,HDC,0,519,3,1,19132,25400,,,,,,,,,,,,,,,,74971,10/28/16,2016,11/20/17,
310,Five Blue Slip,5,BLUE SLIP,3,New Construction,HDC,0,670,3,1,24309,31750,,,,,,,,,,,,,,,,74971,10/28/16,2016,11/20/17,
310,Five Blue Slip,5,BLUE SLIP,3,New Construction,HDC,0,822,14,1,29520,38100,,,,,,,,,,,,,,,,74971,10/28/16,2016,11/20/17,
310,Five Blue Slip,5,BLUE SLIP,3,New Construction,HDC,1,396,3,1,14949,19050,2,14949,21750,,,,,,,,,,,,,74971,10/28/16,2016,11/20/17,
310,Five Blue Slip,5,BLUE SLIP,3,New Construction,HDC,1,558,4,1,20503,25400,2,20503,29000,,,,,,,,,,,,,74971,10/28/16,2016,11/20/17,
310,Five Blue Slip,5,BLUE SLIP,3,New Construction,HDC,1,720,4,1,26058,31750,2,26058,36250,,,,,,,,,,,,,74971,10/28/16,2016,11/20/17,
310,Five Blue Slip,5,BLUE SLIP,3,New Construction,HDC,1,882,18,1,31612,38100,2,31612,43500,,,,,,,,,,,,,74971,10/28/16,2016,11/20/17,
310,Five Blue Slip,5,BLUE SLIP,3,New Construction,HDC,2,482,5,2,17932,12750,3,17932,24480,4,17932,27180,,,,,,,,,,74971,10/28/16,2016,11/20/17,
310,Five Blue Slip,5,BLUE SLIP,3,New Construction,HDC,2,676,8,2,24583,29000,3,24583,32640,4,24583,36240,,,,,,,,,,74971,10/28/16,2016,11/20/17,
